work_id,mp_id,state,district,financial_year,nature_of_work,description,implementing_agency,vendor_id,sanctioned_amount,expenditure_incurred,amount_released,progress_pct,status,recommend_date,sanction_date,execution_start_date,first_payment_date,completion_date,completion_photo_id,has_completion_evidence
W00244,MP011,Maharashtra,Thane,2024-25,Culvert / drainage,"Culvert / drainage at ward 27, Mysuru",IA034,V059,1459000,1280000,1278000,100,completed,2023-05-30,2023-07-19,2023-08-13,2023-10-29,2024-05-20,IMG_W00244,True
W00245,MP021,Karnataka,Mysuru,2025-26,Drinking water - borewell,"Drinking water - borewell at ward 16, Mysuru",IA029,V030,779000,318000,278000,39,in_progress,2024-10-25,2024-12-27,2025-02-05,2025-07-27,,,False
W00246,MP019,Tamil Nadu,Chennai,2024-25,Drinking water - borewell,"Drinking water - borewell at ward 12, Chennai",IA037,V017,679000,619000,574000,100,completed,2025-10-05,2025-12-31,2026-02-14,2026-06-19,2026-09-20,IMG_SHARED_1888,True
W00247,MP001,Maharashtra,Thane,2024-25,CC road / paver block,"CC road / paver block at ward 9, Bengaluru",IA034,V059,536000,561000,537000,100,completed,2023-10-01,2023-11-05,2023-12-05,2024-01-18,2024-02-07,IMG_W00247,True
W00248,MP010,Maharashtra,Nashik,2023-24,Community hall,"Community hall at ward 14, Nashik",IA007,V009,1452000,729000,627000,55,in_progress,2025-04-06,2025-05-18,2025-06-10,2025-10-02,,,False
W00249,MP025,Maharashtra,Thane,2025-26,e-Library,"e-Library at ward 17, Thane",IA040,V036,553000,517000,484000,100,completed,2023-09-02,2023-10-28,2023-12-06,2024-03-22,2024-04-21,IMG_W00249,True
W00250,MP002,Maharashtra,Nashik,2024-25,CC road / paver block,"CC road / paver block at ward 15, Nashik",IA011,V009,633000,406000,375000,61,in_progress,2023-10-02,2023-12-21,2024-02-01,2024-08-06,,,False
W00251,MP020,Karnataka,Mysuru,2024-25,Culvert / drainage,"Culvert / drainage at ward 35, Mysuru",IA033,V025,652000,662000,609000,100,completed,2025-04-06,2025-06-11,2025-07-18,2025-12-31,2025-09-20,IMG_W00251,True
W00252,MP011,Tamil Nadu,Chennai,2025-26,Drinking water - borewell,"Drinking water - borewell at ward 35, Chennai",IA002,V009,501000,385000,320000,86,in_progress,2023-12-11,2024-03-03,2024-04-09,2024-06-05,,,False
W00253,MP005,Karnataka,Bengaluru,2025-26,e-Library,"e-Library at ward 28, Bengaluru",IA021,V028,810000,323000,287000,37,in_progress,2023-12-01,2024-01-13,2024-02-21,2024-06-29,,,False
W00254,MP021,Karnataka,Belagavi,2023-24,Solar street lights,"Solar street lights at ward 5, Belagavi",IA027,V031,442000,440000,434000,100,completed,2024-10-15,2024-12-02,2024-12-26,2025-04-14,2025-05-03,IMG_W00254,True
W00255,MP004,Maharashtra,Thane,2024-25,e-Library,"e-Library at ward 21, Nashik",IA034,V059,1709000,1756000,1653000,100,completed,2024-07-17,2024-08-16,2024-09-12,2025-01-20,2024-11-28,IMG_W00255,True
W00256,MP021,Maharashtra,Pune,2024-25,e-Library,"e-Library at ward 24, Pune",IA033,V038,1227000,478000,366000,40,in_progress,2024-07-11,2024-08-29,2024-09-20,2024-11-29,,,False
W00257,MP002,Karnataka,Hubli,2023-24,e-Library,"e-Library at ward 34, Hubli",IA027,V058,1564000,946000,698000,61,in_progress,2024-06-23,2024-07-23,2024-09-01,2025-01-18,,,False
W00258,MP012,Maharashtra,Pune,2025-26,Culvert / drainage,"Culvert / drainage at ward 8, Pune",IA022,V016,1363000,1011000,925000,71,in_progress,2023-09-09,2023-12-06,2024-01-08,2024-05-11,,,False
W00259,MP012,Karnataka,Mysuru,2024-25,Solar street lights,"Solar street lights at ward 36, Mysuru",IA017,V035,342000,340000,313000,100,completed,2023-12-28,2024-02-15,2024-03-05,2024-08-26,2024-05-31,IMG_W00259,True
W00260,MP002,Karnataka,Bengaluru,2024-25,e-Library,"e-Library at ward 9, Bengaluru",IA026,V029,1750000,0,0,0,sanctioned,2026-01-15,2026-03-08,,,,,False
W00261,MP013,Tamil Nadu,Trichy,2024-25,School classroom block,"School classroom block at ward 36, Trichy",IA015,V045,2829000,828000,2737000,12,in_progress,2026-01-05,2026-02-22,2026-04-04,2026-09-03,,,False
W00262,MP002,Maharashtra,Nashik,2023-24,School classroom block,"School classroom block at ward 2, Nashik",IA012,V055,2117000,1854000,1846000,100,completed,2025-04-17,2025-06-01,2025-07-10,2025-08-26,2026-01-26,IMG_W00262,True
W00263,MP010,Maharashtra,Nashik,2023-24,e-Library,"e-Library at ward 33, Nashik",IA023,V030,1216000,2771000,415000,32,in_progress,2024-09-29,2024-11-23,2025-01-06,2025-05-24,,,False
W00264,MP017,Tamil Nadu,Salem,2025-26,e-Library,"e-Library at ward 6, Salem",IA025,V057,1848000,1872000,1842000,100,completed,2025-08-31,2025-11-27,2026-01-01,2026-04-22,2026-03-23,IMG_W00264,True
W00265,MP004,Maharashtra,Thane,2024-25,Public toilet block,"Public toilet block at ward 6, Thane",IA040,V037,332000,342000,319000,100,completed,2023-09-03,2023-11-23,2023-12-25,2024-04-19,2024-04-11,,False
W00266,MP018,Maharashtra,Thane,2025-26,Public toilet block,"Public toilet block at ward 39, Thane",IA017,V022,771000,706000,1154000,100,completed,2023-04-25,2023-05-27,2023-07-09,2023-10-14,2023-10-31,IMG_W00266,True
W00267,MP024,Karnataka,Bengaluru,2025-26,School classroom block,"School classroom block at ward 32, Bengaluru",IA028,V008,836000,657000,586000,79,in_progress,2023-04-14,2023-05-20,2023-06-07,2023-10-16,,,False
W00268,MP016,Tamil Nadu,Coimbatore,2025-26,CC road / paver block,"CC road / paver block at ward 23, Coimbatore",IA033,V050,1184000,1124000,1052000,100,completed,2023-06-06,2023-08-07,2023-09-09,2024-02-06,2024-05-17,IMG_W00268,True
W00269,MP013,Maharashtra,Nagpur,2023-24,Solar street lights,"Solar street lights at ward 28, Nagpur",IA027,V043,575000,521000,475000,100,completed,2025-07-24,2025-09-01,2025-10-14,2026-01-06,2026-07-24,IMG_W00269,True
W00270,MP010,Maharashtra,Nashik,2023-24,Culvert / drainage,"Culvert / drainage at ward 40, Nashik",IA014,V015,569000,566000,542000,100,completed,2025-06-09,2025-08-28,2025-10-05,2025-11-26,2026-06-20,IMG_W00270,True
W00271,MP009,Tamil Nadu,Chennai,2025-26,CC road / paver block,"CC road / paver block at ward 11, Chennai",IA016,V055,2008000,1984000,1825000,100,completed,2025-10-18,2025-12-03,2026-01-07,2026-05-09,2026-08-06,IMG_W00271,True
W00272,MP016,Maharashtra,Nashik,2024-25,Public toilet block,"Public toilet block at ward 11, Nashik",IA019,V003,490000,343000,259000,67,in_progress,2023-05-30,2023-07-06,2023-07-26,2023-09-16,,,False
W00273,MP011,Maharashtra,Nagpur,2024-25,School classroom block,"School classroom block at ward 19, Nagpur",IA028,V058,2342000,1269000,1011000,63,in_progress,2025-07-17,2025-10-05,2025-11-13,2026-01-01,,,False
W00274,MP008,Tamil Nadu,Chennai,2025-26,e-Library,"e-Library at ward 27, Chennai",IA012,V056,1436000,1376000,1327000,100,completed,2023-06-22,2023-09-15,2023-10-02,2024-01-16,2024-02-04,IMG_W00274,True
W00275,MP025,Tamil Nadu,Trichy,2023-24,Solar street lights,"Solar street lights at ward 40, Trichy",IA037,V006,778000,401000,335000,48,in_progress,2023-08-31,2023-10-26,2023-11-13,2024-03-01,,,False
W00276,MP022,Maharashtra,Thane,2023-24,Public toilet block,"Public toilet block at ward 31, Hubli",IA034,V059,998000,988000,968000,100,completed,2024-05-28,2024-08-21,2024-09-29,2025-01-03,2024-12-21,,False
W00277,MP023,Karnataka,Bengaluru,2024-25,School classroom block,"School classroom block at ward 11, Bengaluru",IA038,V060,2495417,4492000,2995000,100,completed,2025-10-30,2026-01-27,2026-02-26,2026-06-27,2026-07-21,,False
W00278,MP006,Tamil Nadu,Salem,2025-26,Solar street lights,"Solar street lights at ward 7, Salem",IA029,V052,599000,607000,560000,100,completed,2025-05-23,2025-08-18,2025-10-01,2026-02-13,2026-06-25,IMG_W00278,True
W00279,MP005,Tamil Nadu,Chennai,2023-24,Culvert / drainage,"Culvert / drainage at ward 24, Chennai",IA035,V027,1057000,0,0,0,sanctioned,2023-04-23,2023-06-25,,,,,False
W00280,MP017,Tamil Nadu,Trichy,2023-24,e-Library,"e-Library at ward 10, Trichy",IA027,V021,1043000,357000,262000,33,in_progress,2025-06-05,2025-08-04,2025-08-23,2025-07-29,,,False
W00281,MP023,Maharashtra,Nagpur,2024-25,e-Library,"e-Library at ward 27, Nagpur",IA007,V009,1914000,1843000,1819000,100,completed,2025-07-10,2025-08-18,2025-09-29,2026-04-16,2025-12-25,,False
W00282,MP009,Karnataka,Belagavi,2025-26,Culvert / drainage,"Culvert / drainage at ward 6, Belagavi",IA007,V030,602000,152000,117000,23,in_progress,2025-01-08,2025-03-15,2025-04-16,2025-09-25,,,False
W00283,MP024,Tamil Nadu,Chennai,2024-25,e-Library,"e-Library at ward 32, Chennai",IA024,V011,1507000,498000,406000,33,in_progress,2025-07-19,2025-08-30,2025-09-28,2026-01-25,,,False
W00284,MP022,Maharashtra,Nagpur,2025-26,CC road / paver block,"CC road / paver block at ward 32, Nagpur",IA030,V057,1705000,1738000,1628000,100,completed,2024-04-21,2024-06-22,2024-07-10,2024-06-24,2024-10-31,IMG_W00284,True
W00285,MP005,Karnataka,Belagavi,2025-26,Solar street lights,"Solar street lights at ward 23, Belagavi",IA019,V013,366000,337000,333000,100,completed,2025-01-14,2025-02-17,2025-03-10,2025-07-07,2025-11-09,IMG_SHARED_8978,True
W00286,MP015,Karnataka,Bengaluru,2024-25,School classroom block,"School classroom block at ward 24, Bengaluru",IA028,V054,1524000,544000,532000,35,in_progress,2024-11-30,2025-02-12,2025-03-21,2025-07-09,,,False
W00287,MP010,Karnataka,Mysuru,2023-24,Public toilet block,"Public toilet block at ward 16, Mysuru",IA008,V032,447000,400000,366000,100,completed,2024-05-28,2024-08-08,2024-09-12,2025-01-31,2025-01-30,IMG_W00287,True
W00288,MP020,Tamil Nadu,Trichy,2024-25,e-Library,"e-Library at ward 17, Trichy",IA003,V049,1218000,1111000,1057000,100,completed,2023-09-03,2023-10-22,2023-11-27,2024-03-28,2024-03-27,IMG_SHARED_8978,True
W00289,MP024,Tamil Nadu,Salem,2025-26,Culvert / drainage,"Culvert / drainage at ward 21, Salem",IA009,V046,840000,1604000,737000,100,completed,2025-01-16,2025-03-15,2025-04-22,2025-09-11,2025-08-22,IMG_W00289,True
W00290,MP007,Maharashtra,Nashik,2023-24,Solar street lights,"Solar street lights at ward 21, Nashik",IA003,V011,564000,0,0,0,sanctioned,2024-08-04,2024-10-13,,,,,False
W00291,MP002,Maharashtra,Pune,2024-25,Drinking water - borewell,"Drinking water - borewell at ward 29, Pune",IA032,V017,726000,645000,633000,100,completed,2024-04-07,2024-06-08,2024-06-24,2025-01-06,2025-03-31,IMG_W00291,True
W00292,MP023,Karnataka,Mysuru,2023-24,Solar street lights,"Solar street lights at ward 17, Mysuru",IA002,V050,750000,769000,693000,100,completed,2023-06-19,2023-09-13,2023-10-27,2024-01-09,2024-04-03,IMG_W00292,True
W00293,MP009,Maharashtra,Nagpur,2024-25,School classroom block,"School classroom block at ward 30, Nagpur",IA022,V007,956000,385000,274000,44,in_progress,2024-07-09,2024-09-18,2024-10-30,2025-03-04,,,False
W00294,MP003,Maharashtra,Nashik,2023-24,Solar street lights,"Solar street lights at ward 32, Nashik",IA037,V016,470000,124000,103000,26,in_progress,2024-05-24,2024-08-04,2024-08-23,2024-10-30,,,False
W00295,MP022,Karnataka,Bengaluru,2023-24,Community hall,"Community hall at ward 26, Bengaluru",IA021,V009,1674000,1686000,1647000,100,completed,2025-06-11,2025-08-09,2025-09-12,2025-11-13,2026-01-19,IMG_W00295,True
W00296,MP020,Karnataka,Mysuru,2024-25,Drinking water - borewell,"Drinking water - borewell at ward 32, Mysuru",IA033,V025,784000,403000,298000,60,in_progress,2023-10-28,2023-12-12,2024-01-22,2024-03-30,,,False
W00297,MP022,Tamil Nadu,Trichy,2025-26,Drinking water - borewell,"Drinking water - borewell at ward 12, Trichy",IA004,V006,590000,566000,541000,100,completed,2023-04-18,2023-06-03,2023-07-03,2023-11-13,2024-01-22,IMG_W00297,True
W00298,MP002,Karnataka,Mysuru,2025-26,Public toilet block,"Public toilet block at ward 26, Mysuru",IA027,V040,887000,818000,754000,100,completed,2025-10-05,2025-11-11,2025-12-11,2026-03-27,2026-06-16,IMG_W00298,True
W00299,MP010,Maharashtra,Thane,2023-24,School classroom block,"School classroom block at ward 32, Thane",IA033,V023,2649000,1662000,1342000,61,in_progress,2024-04-13,2024-05-25,2024-06-21,2024-09-14,,,False
W00300,MP016,Maharashtra,Pune,2025-26,e-Library,"e-Library at ward 5, Pune",IA017,V037,1114000,709000,513000,72,in_progress,2025-12-15,2026-02-05,2026-02-25,2026-06-05,,,False
W00301,MP014,Tamil Nadu,Trichy,2023-24,CC road / paver block,"CC road / paver block at ward 40, Trichy",IA031,V018,991000,912000,864000,100,completed,2023-11-19,2024-01-02,2024-02-04,2024-03-16,2024-08-22,IMG_W00301,True
W00302,MP021,Tamil Nadu,Trichy,2023-24,e-Library,"e-Library at ward 13, Trichy",IA014,V019,1361000,0,0,0,sanctioned,2024-04-14,2024-06-26,,,,,False
W00303,MP022,Karnataka,Bengaluru,2025-26,CC road / paver block,"CC road / paver block at ward 9, Bengaluru",IA006,V054,1839000,1774000,1658000,100,completed,2024-07-26,2024-09-05,2024-09-27,2024-11-02,2025-05-23,IMG_W00303,True
W00304,MP014,Tamil Nadu,Trichy,2024-25,Drinking water - borewell,"Drinking water - borewell at ward 21, Trichy",IA019,V056,625000,607000,547000,100,completed,2023-04-03,2023-06-19,2023-07-12,2023-12-04,2023-12-14,IMG_W00304,True
W00305,MP019,Tamil Nadu,Trichy,2025-26,Solar street lights,"Solar street lights at ward 30, Trichy",IA027,V027,2496596,2479000,298000,100,completed,2025-06-21,2025-08-25,2025-10-03,2026-01-15,2026-03-20,IMG_W00305,True
W00306,MP011,Karnataka,Bengaluru,2024-25,Public toilet block,"Public toilet block at ward 33, Bengaluru",IA026,V021,655000,0,0,0,sanctioned,2024-07-09,2024-09-24,,,,,False
W00307,MP025,Tamil Nadu,Madurai,2024-25,Drinking water - borewell,"Drinking water - borewell at ward 12, Madurai",IA039,V004,227000,219000,210000,100,completed,2024-08-30,2024-11-24,2024-12-31,2025-04-03,2025-09-07,IMG_W00307,True
W00308,MP018,Tamil Nadu,Salem,2025-26,Public toilet block,"Public toilet block at ward 35, Salem",IA018,V058,217000,0,0,0,sanctioned,2023-09-03,2023-10-11,,,,,False
W00309,MP001,Tamil Nadu,Chennai,2023-24,Solar street lights,"Solar street lights at ward 34, Chennai",IA033,V045,284000,298000,297000,100,completed,2025-10-03,2025-11-13,2025-12-21,2026-03-25,2026-08-14,IMG_W00309,True
W00310,MP015,Karnataka,Hubli,2023-24,Culvert / drainage,"Culvert / drainage at ward 35, Hubli",IA011,V040,663000,637000,628000,100,completed,2024-11-10,2025-01-14,2025-02-03,2025-04-30,2025-06-13,,False
W00311,MP007,Maharashtra,Thane,2023-24,School classroom block,"School classroom block at ward 40, Thane",IA014,V010,1325000,1312000,1216000,100,completed,2023-05-14,2023-06-24,2023-07-26,2023-11-29,2023-12-26,IMG_W00311,True
W00312,MP016,Tamil Nadu,Trichy,2023-24,Drinking water - borewell,"Drinking water - borewell at ward 10, Trichy",IA001,V042,639000,649000,636000,100,completed,2023-11-16,2024-02-11,2024-03-10,2024-06-23,2024-08-24,IMG_W00312,True
W00313,MP004,Tamil Nadu,Trichy,2023-24,School classroom block,"School classroom block at ward 4, Trichy",IA038,V039,2485000,2112000,2013000,100,completed,2024-04-23,2024-06-24,2024-07-27,2024-11-20,2025-04-08,IMG_W00313,True
W00314,MP015,Karnataka,Hubli,2023-24,Culvert / drainage,"Culvert / drainage at ward 13, Hubli",IA023,V013,631000,618000,603000,100,completed,2023-05-30,2023-08-23,2023-09-11,2023-10-17,2023-11-29,IMG_W00314,True
W00315,MP019,Tamil Nadu,Chennai,2023-24,Community hall,"Community hall at ward 5, Chennai",IA002,V058,1415000,1105000,1091000,72,in_progress,2023-10-20,2024-01-12,2024-01-30,2024-03-13,,,False
W00316,MP025,Maharashtra,Nashik,2023-24,Community hall,"Community hall at ward 1, Nashik",IA032,V032,2343000,645000,553000,31,in_progress,2024-11-17,2025-01-07,2025-01-24,2025-07-15,,,False
W00317,MP017,Maharashtra,Thane,2024-25,Public toilet block,"Public toilet block at ward 10, Madurai",IA034,V059,202000,201000,185000,100,completed,2025-10-23,2025-12-11,2026-01-23,2026-04-21,2026-06-22,IMG_W00317,True
W00318,MP010,Maharashtra,Pune,2023-24,Community hall,"Community hall at ward 38, Pune",IA012,V004,3158000,0,0,0,sanctioned,2024-12-01,2025-01-03,,,,,False
W00319,MP018,Tamil Nadu,Salem,2025-26,Community hall,"Community hall at ward 18, Salem",IA028,V016,2473000,2346000,2327000,100,completed,2023-10-20,2023-12-10,2024-01-13,2024-05-30,2024-06-03,IMG_W00319,True
W00320,MP001,Karnataka,Bengaluru,2024-25,e-Library,"e-Library at ward 10, Bengaluru",IA036,V057,542000,485000,457000,100,completed,2025-08-22,2025-10-31,2025-11-30,2026-03-03,2026-04-11,IMG_W00320,True
W00321,MP017,Tamil Nadu,Salem,2023-24,School classroom block,"School classroom block at ward 30, Salem",IA028,V057,1753000,1558000,1446000,100,completed,2024-11-20,2025-02-07,2025-02-23,2025-01-17,2025-07-28,IMG_W00321,True
W00322,MP013,Tamil Nadu,Trichy,2023-24,Solar street lights,"Solar street lights at ward 12, Trichy",IA022,V005,552000,486000,471000,100,completed,2025-09-03,2025-10-12,2025-11-17,2026-02-08,2026-05-30,IMG_W00322,True
W00323,MP023,Karnataka,Belagavi,2023-24,CC road / paver block,"CC road / paver block at ward 10, Belagavi",IA031,V018,2428000,1458000,1342000,55,in_progress,2024-11-03,2025-01-18,2025-02-10,2025-03-12,,,False
W00324,MP023,Maharashtra,Nagpur,2023-24,Drinking water - borewell,"Drinking water - borewell at ward 5, Nagpur",IA005,V013,576000,320000,262000,54,in_progress,2025-12-14,2026-02-11,2026-03-28,2026-08-24,,,False
W00325,MP014,Maharashtra,Thane,2024-25,School classroom block,"School classroom block at ward 4, Salem",IA034,V059,2136000,1990000,1959000,100,completed,2025-12-23,2026-02-17,2026-03-27,2026-09-21,2026-09-23,IMG_W00325,True
W00326,MP015,Tamil Nadu,Salem,2023-24,Community hall,"Community hall at ward 35, Salem",IA033,V040,1429000,953000,927000,71,in_progress,2025-12-02,2026-01-18,2026-02-10,2026-03-26,,,False
W00327,MP023,Maharashtra,Nagpur,2024-25,e-Library,"e-Library at ward 10, Nagpur",IA020,V004,1974000,1743000,1594000,100,completed,2023-09-29,2023-11-06,2023-11-25,2024-01-30,2024-09-10,IMG_W00327,True
W00328,MP013,Karnataka,Belagavi,2025-26,School classroom block,"School classroom block at ward 33, Belagavi",IA031,V045,2994000,2927000,2636000,100,completed,2025-09-14,2025-10-18,2025-11-09,2026-02-14,2026-06-24,IMG_W00328,True
W00329,MP021,Maharashtra,Pune,2023-24,Solar street lights,"Solar street lights at ward 36, Pune",IA028,V002,636000,623000,570000,100,completed,2025-06-22,2025-09-19,2025-10-22,2025-12-10,2026-05-19,IMG_W00329,True
W00330,MP005,Maharashtra,Thane,2025-26,School classroom block,"School classroom block at ward 35, Thane",IA003,V027,2612000,4101000,3333000,100,completed,2025-10-04,2025-11-17,2025-12-03,2026-02-07,2026-07-19,IMG_W00330,True
W00331,MP022,Karnataka,Belagavi,2023-24,Solar street lights,"Solar street lights at ward 19, Belagavi",IA015,V008,799000,805000,758000,100,completed,2026-01-13,2026-04-10,2026-04-29,2026-08-16,2026-08-09,IMG_W00331,True
W00332,MP003,Karnataka,Hubli,2023-24,School classroom block,"School classroom block at ward 15, Hubli",IA040,V060,2980000,2762000,1994000,90,in_progress,2024-08-15,2024-10-05,2024-10-23,2025-05-07,,,False
W00333,MP023,Karnataka,Bengaluru,2023-24,Drinking water - borewell,"Drinking water - borewell at ward 24, Bengaluru",IA036,V022,440000,448000,423000,100,completed,2025-09-09,2025-11-07,2025-12-04,2026-05-08,2026-09-20,IMG_W00333,True
W00334,MP001,Maharashtra,Pune,2024-25,Community hall,"Community hall at ward 23, Pune",IA026,V026,2934000,3007000,2947000,100,completed,2025-06-14,2025-09-04,2025-10-03,2026-01-10,2026-05-24,IMG_W00334,True
W00335,MP024,Tamil Nadu,Salem,2024-25,Drinking water - borewell,"Drinking water - borewell at ward 3, Salem",IA036,V022,445000,388000,351000,100,completed,2024-09-22,2024-11-21,2025-01-02,2025-02-08,2025-03-17,IMG_W00335,True
W00336,MP001,Maharashtra,Nashik,2023-24,Solar street lights,"Solar street lights at ward 10, Nashik",IA002,V027,526000,467000,467000,100,completed,2023-06-13,2023-07-19,2023-08-04,2023-09-15,2023-12-10,IMG_W00336,True
W00337,MP020,Karnataka,Bengaluru,2023-24,e-Library,"e-Library at ward 37, Bengaluru",IA020,V058,1203000,1041000,990000,100,completed,2023-09-24,2023-12-17,2024-01-16,2024-05-30,2024-04-15,IMG_W00337,True
W00338,MP019,Karnataka,Hubli,2025-26,e-Library,"e-Library at ward 20, Hubli",IA037,V007,585000,584000,553000,100,completed,2024-06-28,2024-09-24,2024-10-11,2024-12-03,2025-06-13,IMG_W00338,True
W00339,MP001,Karnataka,Hubli,2024-25,School classroom block,"School classroom block at ward 32, Hubli",IA027,V051,2491350,2404000,1384000,100,completed,2023-09-16,2023-10-29,2023-11-16,2024-04-04,2024-02-17,IMG_W00339,True
W00340,MP017,Maharashtra,Thane,2025-26,Culvert / drainage,"Culvert / drainage at ward 32, Nagpur",IA034,V059,1413000,858000,809000,64,in_progress,2025-08-19,2025-09-29,2025-11-01,2026-01-04,,,False
W00341,MP006,Karnataka,Belagavi,2024-25,Community hall,"Community hall at ward 20, Belagavi",IA008,V051,2884000,2196000,2079000,78,in_progress,2024-05-03,2024-06-08,2024-07-11,2024-12-03,,,False
W00342,MP006,Maharashtra,Pune,2023-24,School classroom block,"School classroom block at ward 2, Pune",IA022,V057,2463000,2584000,2414000,100,completed,2026-01-16,2026-02-18,2026-03-11,2026-08-29,2026-10-31,IMG_W00342,True
W00343,MP022,Maharashtra,Nashik,2024-25,e-Library,"e-Library at ward 40, Nashik",IA037,V051,549000,0,0,0,sanctioned,2023-08-12,2023-10-13,,,,,False
W00344,MP003,Karnataka,Belagavi,2024-25,e-Library,"e-Library at ward 26, Belagavi",IA003,V050,1192000,0,0,0,sanctioned,2025-12-04,2026-02-20,,,,,False
W00345,MP010,Tamil Nadu,Trichy,2025-26,Drinking water - borewell,"Drinking water - borewell at ward 15, Trichy",IA034,V024,548000,501000,484000,100,completed,2025-12-26,2026-02-26,2026-04-04,2026-05-20,2026-10-25,IMG_W00345,True
W00346,MP005,Karnataka,Bengaluru,2024-25,e-Library,"e-Library at ward 28, Bengaluru",IA018,V023,1423000,1410000,1305000,100,completed,2025-11-23,2026-01-30,2026-03-12,2026-08-22,2026-12-15,IMG_W00346,True
W00347,MP014,Tamil Nadu,Madurai,2025-26,School classroom block,"School classroom block at ward 27, Madurai",IA007,V033,3495000,0,0,0,sanctioned,2025-07-14,2025-09-18,,,,,False
W00348,MP008,Tamil Nadu,Chennai,2023-24,Community hall,"Community hall at ward 24, Chennai",IA033,V014,2233000,2150000,1941000,100,completed,2024-09-16,2024-10-24,2024-11-25,2025-05-12,2025-04-21,IMG_W00348,True
W00349,MP017,Tamil Nadu,Trichy,2023-24,Culvert / drainage,"Culvert / drainage at ward 18, Trichy",IA005,V049,547000,472000,437000,100,completed,2024-11-07,2025-01-14,2025-02-04,2025-01-26,2025-06-19,IMG_W00349,True
W00350,MP006,Maharashtra,Thane,2023-24,Solar street lights,"Solar street lights at ward 29, Thane",IA031,V023,758000,170000,165000,23,in_progress,2025-04-09,2025-06-21,2025-08-03,2025-09-16,,,False
W00351,MP014,Maharashtra,Thane,2023-24,e-Library,"e-Library at ward 6, Thane",IA018,V036,881000,847000,789000,100,completed,2025-07-05,2025-08-28,2025-09-28,2026-04-12,2026-03-28,IMG_W00351,True
W00352,MP006,Karnataka,Bengaluru,2025-26,School classroom block,"School classroom block at ward 22, Bengaluru",IA028,V052,1276000,1100000,1005000,100,completed,2023-11-28,2024-02-16,2024-03-19,2024-07-22,2024-09-08,IMG_W00352,True
W00353,MP019,Maharashtra,Nagpur,2023-24,CC road / paver block,"CC road / paver block at ward 25, Nagpur",IA011,V005,1794000,0,0,0,sanctioned,2025-01-08,2025-02-25,,,,,False
W00354,MP008,Tamil Nadu,Madurai,2024-25,Drinking water - borewell,"Drinking water - borewell at ward 29, Madurai",IA022,V027,2495708,4492000,2995000,100,completed,2024-06-04,2024-09-02,2024-09-28,2025-02-15,2024-12-20,,False
W00355,MP019,Karnataka,Hubli,2023-24,e-Library,"e-Library at ward 27, Hubli",IA022,V008,1669000,1276000,1274000,82,in_progress,2025-09-30,2025-11-22,2025-12-31,2026-06-03,,,False
W00356,MP007,Maharashtra,Nagpur,2024-25,Drinking water - borewell,"Drinking water - borewell at ward 23, Nagpur",IA027,V060,2496934,2296000,342000,100,completed,2024-09-07,2024-10-25,2024-11-25,2025-03-26,2025-09-06,IMG_W00356,True
W00357,MP004,Karnataka,Bengaluru,2023-24,School classroom block,"School classroom block at ward 29, Bengaluru",IA023,V009,1034000,0,0,0,sanctioned,2023-05-23,2023-07-05,,,,,False
W00358,MP001,Tamil Nadu,Trichy,2024-25,CC road / paver block,"CC road / paver block at ward 38, Trichy",IA002,V049,1575000,1105000,1024000,71,in_progress,2024-12-16,2025-01-26,2025-02-14,2025-05-14,,,False
W00359,MP018,Karnataka,Mysuru,2024-25,Solar street lights,"Solar street lights at ward 40, Mysuru",IA020,V025,807000,788000,787000,100,completed,2023-11-12,2024-01-04,2024-02-03,2024-03-21,2024-06-17,IMG_W00359,True
W00360,MP003,Maharashtra,Nagpur,2023-24,School classroom block,"School classroom block at ward 18, Nagpur",IA040,V035,1762000,0,0,0,sanctioned,2025-10-06,2025-12-13,,,,,False
W00361,MP009,Karnataka,Belagavi,2023-24,e-Library,"e-Library at ward 40, Belagavi",IA030,V040,1061000,324000,245000,33,in_progress,2024-06-10,2024-07-23,2024-08-10,2025-01-13,,,False
W00362,MP007,Karnataka,Bengaluru,2024-25,Public toilet block,"Public toilet block at ward 36, Bengaluru",IA009,V020,845000,757000,717000,100,completed,2024-05-14,2024-07-22,2024-08-09,2025-02-10,2024-11-13,IMG_W00362,True
W00363,MP010,Karnataka,Mysuru,2025-26,CC road / paver block,"CC road / paver block at ward 14, Mysuru",IA033,V046,1349000,926000,675000,68,in_progress,2024-08-03,2024-09-07,2024-10-05,2024-11-12,,,False
W00364,MP022,Tamil Nadu,Madurai,2023-24,Culvert / drainage,"Culvert / drainage at ward 2, Madurai",IA029,V050,714000,522000,425000,75,in_progress,2024-06-13,2024-07-16,2024-08-12,2024-09-15,,,False
W00365,MP013,Karnataka,Belagavi,2025-26,School classroom block,"School classroom block at ward 9, Belagavi",IA002,V040,2855000,0,0,0,sanctioned,2024-05-29,2024-08-25,,,,,False
W00366,MP024,Maharashtra,Nashik,2024-25,Solar street lights,"Solar street lights at ward 2, Nashik",IA004,V043,496000,283000,245000,59,in_progress,2024-08-02,2024-09-09,2024-10-21,2025-04-16,,,False
W00367,MP004,Tamil Nadu,Trichy,2024-25,Culvert / drainage,"Culvert / drainage at ward 12, Trichy",IA028,V014,809000,690000,667000,100,completed,2024-11-17,2024-12-22,2025-02-03,2025-04-21,2025-10-02,IMG_W00367,True
